Frame,Sequential,Parallel,Distributive
234,790,0,0
235,790,0,0
236,790,0,0
237,790,0,0
238,790,0,0
239,790,0,0
240,790,0,0
241,790,0,0
242,790,0,0
243,790,0,0
244,790,0,0
245,790,0,0
246,790,0,0
247,790,0,0
248,790,0,0
249,790,0,0
250,790,0,0
251,790,0,0
252,790,0,0
253,790,0,0
254,790,0,0
255,790,0,0
256,790,0,0
257,790,0,0
258,790,0,0
259,790,0,0
260,790,0,0
261,790,0,0
262,790,0,0
263,790,0,0
264,790,0,0
265,790,0,0
266,790,0,0
267,790,0,0
268,790,0,0
269,790,0,0
270,790,0,0
271,790,0,0
272,790,0,0
273,790,0,0
274,790,0,0
275,790,0,0
276,790,0,0
277,790,0,0
278,790,0,0
279,790,0,0
280,790,0,0
281,790,0,0
282,790,0,0
283,790,0,0
284,790,0,0
285,790,0,0
286,790,0,0
287,790,0,0
288,790,0,0
289,790,0,0
290,790,0,0
291,790,0,0
292,790,0,0
293,790,0,0
294,790,0,0
295,790,0,0
296,790,0,0
297,790,0,0
298,790,0,0
299,790,0,0
300,790,0,0
301,790,0,0
302,790,0,0
303,790,0,0
304,790,0,0
305,790,0,0
306,790,0,0
307,790,0,0
308,790,0,0
309,790,0,0
310,790,0,0
311,790,0,0
312,790,0,0
313,790,0,0
314,790,0,0
315,790,0,0
316,790,0,0
317,790,0,0
318,790,0,0
319,790,0,0
320,790,0,0
321,790,0,0
322,790,0,0
323,790,0,0
324,790,0,0
325,790,0,0
326,790,0,0
327,790,0,0
328,790,0,0
329,790,0,0
330,790,0,0
331,790,0,0
332,790,0,0
333,790,0,0
334,790,0,0
335,790,0,0
336,790,0,0
337,790,0,0
338,790,0,0
339,790,0,0
340,790,0,0
341,790,0,0
342,790,0,0
343,790,0,0
344,790,0,0
345,790,0,0
346,790,0,0
347,790,0,0
348,790,0,0
349,790,0,0
350,790,0,0
351,790,0,0
352,790,0,0
353,790,0,0
354,790,0,0
355,790,0,0
356,790,0,0
357,790,0,0
358,790,0,0
359,790,0,0
360,790,0,0
361,790,0,0
362,790,0,0
363,790,0,0
364,790,0,0
365,790,0,0
366,790,0,0
367,790,0,0
368,790,0,0
369,790,0,0
370,790,0,0
371,790,0,0
372,790,0,0
373,790,0,0
374,790,0,0
375,790,0,0
376,790,0,0
377,790,0,0
378,790,0,0
379,790,0,0
380,790,0,0
381,790,0,0
382,790,0,0
383,790,0,0
384,790,0,0
385,790,0,0
386,790,0,0
387,790,0,0
388,790,0,0
389,790,0,0
390,790,0,0
391,790,0,0
392,790,0,0
393,790,0,0
394,790,0,0
395,790,0,0
396,790,0,0
397,790,0,0
398,790,0,0
399,790,0,0
400,790,0,0
401,790,0,0
402,790,0,0
403,790,0,0
404,790,0,0
405,790,0,0
406,790,0,0
407,790,0,0
408,790,0,0
409,790,0,0
410,790,0,0
411,790,0,0
412,790,0,0
413,790,0,0
414,790,0,0
415,790,0,0
416,790,0,0
417,790,0,0
418,790,0,0
419,790,0,0
420,790,0,0
421,790,0,0
422,790,0,0
423,790,0,0
424,790,0,0
425,790,0,0
426,790,0,0
427,790,0,0
428,790,0,0
429,790,0,0
430,790,0,0
431,790,0,0
432,790,0,0
433,790,0,0
434,790,0,0
435,790,0,0
436,790,0,0
437,790,0,0
438,790,0,0
439,790,0,0
440,790,0,0
441,790,0,0
442,790,0,0
443,790,0,0
444,790,0,0
445,790,0,0
446,790,0,0
447,790,0,0
448,790,0,0
449,790,0,0
450,790,0,0
451,790,0,0
452,790,0,0
453,790,0,0
454,790,0,0
455,790,0,0
456,790,0,0
457,790,0,0
458,790,0,0
459,790,0,0
460,790,0,0
461,790,0,0
462,790,0,0
463,790,0,0
464,790,0,0
465,790,0,0
466,790,0,0
467,790,0,0
468,790,0,0
469,790,0,0
470,790,0,0
471,790,0,0
472,790,0,0
473,790,0,0
474,790,0,0
475,790,0,0
476,790,0,0
477,790,0,0
478,790,0,0
479,790,0,0
480,790,0,0
481,790,0,0
482,790,0,0
483,790,0,0
484,790,0,0
485,790,0,0
486,790,0,0
487,790,0,0
488,790,0,0
489,790,0,0
490,790,0,0
491,790,0,0
492,790,0,0
493,790,0,0
494,790,0,0
495,790,0,0
496,790,0,0
497,790,0,0
498,790,0,0
499,790,0,0
500,790,0,0
501,790,0,0
502,790,0,0
503,790,0,0
504,790,0,0
505,790,0,0
506,790,0,0
507,790,0,0
508,790,0,0
509,790,0,0
510,790,0,0
511,790,0,0
512,790,0,0
513,790,0,0
514,790,0,0
515,790,0,0
516,790,0,0
517,790,0,0
518,790,0,0
519,790,0,0
520,790,0,0
521,790,0,0
522,790,0,0
523,790,0,0
524,790,0,0
525,790,0,0
526,790,0,0
527,790,0,0
528,790,0,0
529,790,0,0
530,790,0,0
531,790,0,0
532,790,0,0
533,790,0,0
534,790,0,0
535,790,0,0
536,790,0,0
537,790,0,0
538,790,0,0
539,790,0,0
540,790,0,0
541,790,0,0
542,790,0,0
543,790,0,0
544,790,0,0
545,790,0,0
546,790,0,0
547,790,0,0
548,790,0,0
549,790,0,0
550,790,0,0
551,790,0,0
552,790,0,0
553,790,0,0
554,790,0,0
555,790,0,0
556,790,0,0
557,790,0,0
558,790,0,0
559,790,0,0
560,790,0,0
561,790,0,0
562,790,0,0
563,790,0,0
564,790,0,0
565,790,0,0
566,790,0,0
567,790,0,0
568,790,0,0
569,790,0,0
570,790,0,0
571,790,0,0
572,790,0,0
573,790,0,0
574,790,0,0
575,790,0,0
576,790,0,0
577,790,0,0
578,790,0,0
579,790,0,0
580,790,0,0
581,790,0,0
582,790,0,0
583,790,0,0
584,790,0,0
585,790,0,0
586,790,0,0
587,790,0,0
588,790,0,0
589,790,0,0
590,790,0,0
591,790,0,0
592,790,0,0
593,790,0,0
594,790,0,0
595,790,0,0
596,790,0,0
597,790,0,0
598,790,0,0
599,790,0,0
600,790,0,0
601,790,0,0
602,790,0,0
603,790,0,0
604,790,0,0
605,790,0,0
606,790,0,0
607,790,0,0
608,790,0,0
609,790,0,0
610,790,0,0
611,790,0,0
612,790,0,0
613,790,0,0
614,790,0,0
615,790,0,0
616,790,0,0
617,790,0,0
618,790,0,0
619,790,0,0
620,790,0,0
621,790,0,0
622,790,0,0
623,790,0,0
624,790,0,0
625,790,0,0
626,790,0,0
627,790,0,0
628,790,0,0
629,790,0,0
630,790,0,0
631,790,0,0
632,790,0,0
633,790,0,0
634,790,0,0
635,790,0,0
636,790,0,0
637,790,0,0
638,790,0,0
639,790,0,0
640,790,0,0
641,790,0,0
642,790,0,0
643,790,0,0
644,790,0,0
645,790,0,0
646,790,0,0
647,790,0,0
648,790,0,0
649,790,0,0
650,790,0,0
651,790,0,0
652,790,0,0
653,790,0,0
654,790,0,0
655,790,0,0
656,790,0,0
657,790,0,0
658,790,0,0
659,790,0,0
660,790,0,0
661,790,0,0
662,790,0,0
663,790,0,0
664,790,0,0
665,790,0,0
666,790,0,0
667,790,0,0
668,790,0,0
669,790,0,0
670,790,0,0
671,790,0,0
672,790,0,0
673,790,0,0
674,790,0,0
675,790,0,0
676,790,0,0
677,790,0,0
678,790,0,0
679,790,0,0
680,790,0,0
681,790,0,0
682,790,0,0
683,790,0,0
684,790,0,0
685,790,0,0
686,790,0,0
687,790,0,0
688,790,0,0
689,790,0,0
690,790,0,0
691,790,0,0
692,790,0,0
693,790,0,0
694,790,0,0
695,790,0,0
696,790,0,0
697,790,0,0
698,790,0,0
699,790,0,0
700,790,0,0
701,790,0,0
702,790,0,0
703,790,0,0
704,790,0,0
705,790,0,0
706,790,0,0
707,790,0,0
708,790,0,0
709,790,0,0
710,790,0,0
711,790,0,0
712,790,0,0
713,790,0,0
714,790,0,0
715,790,0,0
716,790,0,0
717,790,0,0
718,790,0,0
719,790,0,0
720,790,0,0
721,790,0,0
722,790,0,0
723,790,0,0
724,790,0,0
725,790,0,0
726,790,0,0
727,790,0,0
728,790,0,0
729,790,0,0
730,790,0,0
731,790,0,0
732,790,0,0
733,790,0,0
734,790,0,0
735,790,0,0
736,790,0,0
737,790,0,0
738,790,0,0
739,790,0,0
740,790,0,0
741,790,0,0
742,790,0,0
743,790,0,0
744,790,0,0
745,790,0,0
746,790,0,0
747,790,0,0
748,790,0,0
749,790,0,0
750,790,0,0
751,790,0,0
752,790,0,0
753,790,0,0
754,790,0,0
755,790,0,0
756,790,0,0
757,790,0,0
758,790,0,0
759,790,0,0
760,790,0,0
761,790,0,0
762,790,0,0
763,790,0,0
764,790,0,0
765,790,0,0
766,790,0,0
767,790,0,0
768,790,0,0
769,790,0,0
770,790,0,0
771,790,0,0
772,790,0,0
773,790,0,0
774,790,0,0
775,790,0,0
776,790,0,0
777,790,0,0
778,790,0,0
779,790,0,0
780,790,0,0
781,790,0,0
782,790,0,0
783,790,0,0
784,790,0,0
785,790,0,0
786,790,0,0
787,790,0,0
788,790,0,0
789,790,0,0
790,790,0,0
791,790,0,0
792,790,0,0
793,790,0,0
794,790,0,0
795,790,0,0
796,790,0,0
797,790,0,0
798,790,0,0
799,790,0,0
800,790,0,0
801,790,0,0
802,790,0,0
803,790,0,0
804,790,0,0
805,790,0,0
806,790,0,0
807,790,0,0
808,790,0,0
809,790,0,0
810,790,0,0
811,790,0,0
812,790,0,0
813,790,0,0
814,790,0,0
815,790,0,0
816,790,0,0
817,790,0,0
818,790,0,0
819,790,0,0
820,790,0,0
821,790,0,0
822,790,0,0
823,790,0,0
824,790,0,0
825,790,0,0
826,790,0,0
827,790,0,0
828,790,0,0
829,790,0,0
830,790,0,0
831,790,0,0
832,790,0,0
833,790,0,0
834,790,0,0
835,790,0,0
836,790,0,0
837,790,0,0
838,790,0,0
839,790,0,0
840,790,0,0
841,790,0,0
842,790,0,0
843,790,0,0
844,790,0,0
845,790,0,0
846,790,0,0
847,790,0,0
848,790,0,0
849,790,0,0
850,790,0,0
851,790,0,0
852,790,0,0
853,790,0,0
854,790,0,0
855,790,0,0
856,790,0,0
857,790,0,0
858,790,0,0
859,790,0,0
860,790,0,0
861,790,0,0
862,790,0,0
863,790,0,0
864,790,0,0
865,790,0,0
866,790,0,0
867,790,0,0
868,790,0,0
869,790,0,0
870,790,0,0
871,790,0,0
872,790,0,0
873,790,0,0
874,790,0,0
875,790,0,0
876,790,0,0
877,790,0,0
878,790,0,0
879,790,0,0
880,790,0,0
881,790,0,0
882,790,0,0
883,790,0,0
884,790,0,0
885,790,0,0
886,790,0,0
887,790,0,0
888,790,0,0
889,790,0,0
890,790,0,0
891,790,0,0
892,790,0,0
893,790,0,0
894,790,0,0
895,790,0,0
896,790,0,0
897,790,0,0
898,790,0,0
899,790,0,0
900,790,0,0
901,790,0,0
902,790,0,0
903,790,0,0
904,790,0,0
905,790,0,0
906,790,0,0
907,790,0,0
908,790,0,0
909,790,0,0
910,790,0,0
911,790,0,0
912,790,0,0
913,790,0,0
914,790,0,0
915,790,0,0
916,790,0,0
917,790,0,0
918,790,0,0
919,790,0,0
920,790,0,0
921,790,0,0
922,790,0,0
923,790,0,0
924,790,0,0
925,790,0,0
926,790,0,0
927,790,0,0
928,790,0,0
929,790,0,0
930,790,0,0
931,790,0,0
932,790,0,0
933,790,0,0
934,790,0,0
935,790,0,0
936,790,0,0
937,790,0,0
938,790,0,0
939,790,0,0
940,790,0,0
941,790,0,0
942,790,0,0
943,790,0,0
944,790,0,0
945,790,0,0
946,790,0,0
947,790,0,0
948,790,0,0
949,790,0,0
950,790,0,0
951,790,0,0
952,790,0,0
953,790,0,0
954,790,0,0
955,790,0,0
956,790,0,0
957,790,0,0
958,790,0,0
959,790,0,0
960,790,0,0
961,790,0,0
962,790,0,0
963,790,0,0
964,790,0,0
965,790,0,0
966,790,0,0
967,790,0,0
968,790,0,0
969,790,0,0
970,790,0,0
971,790,0,0
972,790,0,0
973,790,0,0
974,790,0,0
975,790,0,0
976,790,0,0
977,790,0,0
978,790,0,0
979,790,0,0
980,790,0,0
981,790,0,0
982,790,0,0
983,790,0,0
984,790,0,0
985,790,0,0
986,790,0,0
987,790,0,0
988,790,0,0
989,790,0,0
990,790,0,0
991,790,0,0
992,790,0,0
993,790,0,0
994,790,0,0
995,790,0,0
996,790,0,0
997,790,0,0
998,790,0,0
999,790,0,0
1000,790,0,0
1001,790,0,0
1002,790,0,0
1003,790,0,0
1004,790,0,0
1005,790,0,0
1006,790,0,0
1007,790,0,0
1008,790,0,0
1009,790,0,0
1010,790,0,0
1011,790,0,0
1012,790,0,0
1013,790,0,0
1014,790,0,0
1015,790,0,0
1016,790,0,0
1017,790,0,0
1018,790,0,0
1019,790,0,0
1020,790,0,0
1021,790,0,0
1022,790,0,0
1023,790,0,0
1024,790,0,0
1025,790,0,0
1026,790,0,0
1027,790,0,0
1028,790,0,0
1029,790,0,0
1030,790,0,0
1031,790,0,0
1032,790,0,0
1033,790,0,0
1034,790,0,0
1035,790,0,0
1036,790,0,0
1037,790,0,0
1038,790,0,0
1039,790,0,0
1040,790,0,0
1041,790,0,0
1042,790,0,0
1043,790,0,0
1044,790,0,0
1045,790,0,0
1046,790,0,0
1047,790,0,0
1048,790,0,0
1049,790,0,0
1050,790,0,0
1051,790,0,0
1052,790,0,0
1053,790,0,0
1054,790,0,0
1055,790,0,0
1056,790,0,0
1057,790,0,0
1058,790,0,0
1059,790,0,0
1060,790,0,0
1061,790,0,0
1062,790,0,0
1063,790,0,0
1064,790,0,0
1065,790,0,0
1066,790,0,0
1067,790,0,0
1068,790,0,0
1069,790,0,0
1070,790,0,0
1071,790,0,0
1072,790,0,0
1073,790,0,0
1074,790,0,0
1075,790,0,0
1076,790,0,0
1077,790,0,0
1078,790,0,0
1079,790,0,0
1080,790,0,0
1081,790,0,0
1082,790,0,0
1083,790,0,0
1084,790,0,0
1085,790,0,0
1086,790,0,0
1087,790,0,0
1088,790,0,0
1089,790,0,0
1090,790,0,0
1091,790,0,0
1092,790,0,0
1093,790,0,0
1094,790,0,0
1095,790,0,0
1096,790,0,0
1097,790,0,0
1098,790,0,0
1099,790,0,0
1100,790,0,0
1101,790,0,0
1102,790,0,0
1103,790,0,0
1104,790,0,0
1105,790,0,0
1106,790,0,0
1107,790,0,0
1108,790,0,0
1109,790,0,0
1110,790,0,0
1111,790,0,0
1112,790,0,0
1113,790,0,0
1114,790,0,0
1115,790,0,0
1116,790,0,0
1117,790,0,0
1118,790,0,0
1119,790,0,0
1120,790,0,0
1121,790,0,0
1122,790,0,0
1123,790,0,0
1124,790,0,0
1125,790,0,0
1126,790,0,0
1127,790,0,0
1128,790,0,0
1129,790,0,0
1130,790,0,0
1131,790,0,0
1132,790,0,0
1133,790,0,0
1134,790,0,0
1135,790,0,0
1136,790,0,0
1137,790,0,0
1138,790,0,0
1139,790,0,0
1140,790,0,0
1141,790,0,0
1142,790,0,0
1143,790,0,0
1144,790,0,0
1145,790,0,0
1146,790,0,0
1147,790,0,0
1148,790,0,0
1149,790,0,0
1150,790,0,0
1151,790,0,0
1152,790,0,0
1153,790,0,0
1154,790,0,0
1155,790,0,0
1156,790,0,0
1157,790,0,0
1158,790,0,0
1159,790,0,0
1160,790,0,0
1161,790,0,0
1162,790,0,0
1163,790,0,0
1164,790,0,0
1165,790,0,0
1166,790,0,0
1167,790,0,0
1168,790,0,0
1169,790,0,0
1170,790,0,0
1171,790,0,0
1172,790,0,0
1173,790,0,0
1174,790,0,0
1175,790,0,0
1176,790,0,0
1177,790,0,0
1178,790,0,0
1179,790,0,0
1180,790,0,0
1181,790,0,0
1182,790,0,0
1183,790,0,0
1184,790,0,0
1185,790,0,0
1186,790,0,0
1187,790,0,0
1188,790,0,0
1189,790,0,0
1190,790,0,0
1191,790,0,0
1192,790,0,0
1193,790,0,0
1194,790,0,0
1195,790,0,0
1196,790,0,0
1197,790,0,0
1198,790,0,0
1199,790,0,0
1200,790,0,0
1201,790,0,0
1202,790,0,0
1203,790,0,0
1204,790,0,0
1205,790,0,0
1206,790,0,0
1207,790,0,0
1208,790,0,0
1209,790,0,0
1210,790,0,0
1211,790,0,0
1212,790,0,0
1213,790,0,0
1214,790,0,0
1215,790,0,0
1216,790,0,0
1217,790,0,0
1218,790,0,0
1219,790,0,0
1220,790,0,0
1221,790,0,0
1222,790,0,0
1223,790,0,0
1224,790,0,0
1225,790,0,0
1226,790,0,0
1227,790,0,0
1228,790,0,0
1229,790,0,0
1230,790,0,0
1231,790,0,0
1232,790,0,0
1233,790,0,0
1234,790,0,0
1235,790,0,0
1236,790,0,0
1237,790,0,0
1238,790,0,0
1239,790,0,0
1240,790,0,0
1241,790,0,0
1242,790,0,0
1243,790,0,0
1244,790,0,0
1245,790,0,0
1246,790,0,0
1247,790,0,0
1248,790,0,0
1249,790,0,0
1250,790,0,0
1251,790,0,0
1252,790,0,0
1253,790,0,0
1254,790,0,0
1255,790,0,0
1256,790,0,0
1257,790,0,0
1258,790,0,0
1259,790,0,0
1260,790,0,0
1261,790,0,0
1262,790,0,0
1263,790,0,0
1264,790,0,0
1265,790,0,0
1266,790,0,0
1267,790,0,0
1268,790,0,0
1269,790,0,0
1270,790,0,0
1271,790,0,0
1272,790,0,0
1273,790,0,0
1274,790,0,0
1275,790,0,0
1276,790,0,0
1277,790,0,0
1278,790,0,0
1279,790,0,0
1280,790,0,0
1281,790,0,0
1282,790,0,0
1283,790,0,0
1284,790,0,0
1285,790,0,0
1286,790,0,0
1287,790,0,0
1288,790,0,0
1289,790,0,0
1290,790,0,0
1291,790,0,0
1292,790,0,0
1293,790,0,0
1294,790,0,0
1295,790,0,0
1296,790,0,0
1297,790,0,0
1298,790,0,0
1299,790,0,0
1300,790,0,0
1301,790,0,0
1302,790,0,0
1303,790,0,0
1304,790,0,0
1305,790,0,0
1306,790,0,0
1307,790,0,0
1308,790,0,0
1309,790,0,0
1310,790,0,0
1311,790,0,0
1312,790,0,0
1313,790,0,0
1314,790,0,0
1315,790,0,0
1316,790,0,0
1317,790,0,0
1318,790,0,0
1319,790,0,0
1320,790,0,0
1321,790,0,0
1322,790,0,0
1323,790,0,0
1324,790,0,0
1325,790,0,0
1326,790,0,0
1327,790,0,0
1328,790,0,0
1329,790,0,0
1330,790,0,0
1331,790,0,0
1332,790,0,0
1333,790,0,0
1334,790,0,0
1335,790,0,0
1336,790,0,0
1337,790,0,0
1338,790,0,0
1339,790,0,0
1340,790,0,0
1341,790,0,0
1342,790,0,0
1343,790,0,0
1344,790,0,0
1345,790,0,0
1346,790,0,0
1347,790,0,0
1348,790,0,0
1349,790,0,0
1350,790,0,0
1351,790,0,0
1352,790,0,0
1353,790,0,0
1354,790,0,0
1355,790,0,0
1356,790,0,0
1357,790,0,0
1358,790,0,0
1359,790,0,0
1360,790,0,0
1361,790,0,0
1362,790,0,0
1363,790,0,0
1364,790,0,0
1365,790,0,0
1366,790,0,0
1367,790,0,0
1368,790,0,0
1369,790,0,0
1370,790,0,0
1371,790,0,0
1372,790,0,0
1373,790,0,0
1374,790,0,0
1375,790,0,0
1376,790,0,0
1377,790,0,0
1378,790,0,0
1379,790,0,0
1380,790,0,0
1381,790,0,0
1382,790,0,0
1383,790,0,0
1384,790,0,0
1385,790,0,0
1386,790,0,0
1387,790,0,0
1388,790,0,0
1389,790,0,0
1390,790,0,0
1391,790,0,0
1392,790,0,0
1393,790,0,0
1394,790,0,0
1395,790,0,0
1396,790,0,0
1397,790,0,0
1398,790,0,0
1399,790,0,0
1400,790,0,0
1401,790,0,0
1402,790,0,0
1403,790,0,0
1404,790,0,0
1405,790,0,0
1406,790,0,0
1407,790,0,0
1408,790,0,0
1409,790,0,0
1410,790,0,0
1411,790,0,0
1412,790,0,0
1413,790,0,0
1414,790,0,0
1415,790,0,0
1416,790,0,0
1417,790,0,0
1418,790,0,0
1419,790,0,0
1420,790,0,0
1421,790,0,0
1422,790,0,0
1423,790,0,0
1424,790,0,0
1425,790,0,0
1426,790,0,0
1427,790,0,0
1428,790,0,0
1429,790,0,0
1430,790,0,0
1431,790,0,0
1432,790,0,0
1433,790,0,0
1434,790,0,0
1435,790,0,0
1436,790,0,0
1437,790,0,0
1438,790,0,0
1439,790,0,0
1440,790,0,0
1441,790,0,0
1442,790,0,0
1443,790,0,0
1444,790,0,0
1445,790,0,0
1446,790,0,0
1447,790,0,0
1448,790,0,0
1449,790,0,0
1450,790,0,0
1451,790,0,0
1452,790,0,0
1453,790,0,0
1454,790,0,0
1455,790,0,0
1456,790,0,0
1457,790,0,0
1458,790,0,0
1459,790,0,0
1460,790,0,0
1461,790,0,0
1462,790,0,0
1463,790,0,0
1464,790,0,0
1465,790,0,0
1466,790,0,0
1467,790,0,0
1468,790,0,0
1469,790,0,0
1470,790,0,0
1471,790,0,0
1472,790,0,0
1473,790,0,0
1474,790,0,0
1475,790,0,0
1476,790,0,0
1477,790,0,0
1478,790,0,0
1479,790,0,0
1480,790,0,0
1481,790,0,0
1482,790,0,0
1483,790,0,0
1484,790,0,0
1485,790,0,0
1486,790,0,0
1487,790,0,0
1488,790,0,0
1489,790,0,0
1490,790,0,0
1491,790,0,0
1492,790,0,0
1493,790,0,0
1494,790,0,0
1495,790,0,0
1496,790,0,0
1497,790,0,0
1498,790,0,0
1499,790,0,0
1500,790,0,0
1501,790,0,0
1502,790,0,0
1503,790,0,0
1504,790,0,0
1505,790,0,0
1506,790,0,0
1507,790,0,0
1508,790,0,0
1509,790,0,0
1510,790,0,0
1511,790,0,0
1512,790,0,0
1513,790,0,0
1514,790,0,0
1515,790,0,0
1516,790,0,0
1517,790,0,0
1518,790,0,0
1519,790,0,0
1520,790,0,0
1521,790,0,0
1522,790,0,0
1523,790,0,0
1524,790,0,0
1525,790,0,0
1526,790,0,0
1527,790,0,0
1528,790,0,0
1529,790,0,0
1530,790,0,0
1531,790,0,0
1532,790,0,0
1533,790,0,0
1534,790,0,0
1535,790,0,0
1536,790,0,0
1537,790,0,0
1538,790,0,0
1539,790,0,0
1540,790,0,0
1541,790,0,0
1542,790,0,0
1543,790,0,0
1544,790,0,0
1545,790,0,0
1546,790,0,0
1547,790,0,0
1548,790,0,0
1549,790,0,0
1550,790,0,0
1551,790,0,0
1552,790,0,0
1553,790,0,0
1554,790,0,0
1555,790,0,0
1556,790,0,0
1557,790,0,0
1558,790,0,0
1559,790,0,0
1560,790,0,0
1561,790,0,0
1562,790,0,0
1563,790,0,0
1564,790,0,0
1565,790,0,0
1566,790,0,0
1567,790,0,0
1568,790,0,0
1569,790,0,0
1570,790,0,0
1571,790,0,0
1572,790,0,0
1573,790,0,0
1574,790,0,0
1575,790,0,0
1576,790,0,0
1577,790,0,0
1578,790,0,0
1579,790,0,0
1580,790,0,0
1581,790,0,0
1582,790,0,0
1583,790,0,0
1584,790,0,0
1585,790,0,0
1586,790,0,0
1587,790,0,0
1588,790,0,0
1589,790,0,0
1590,790,0,0
1591,790,0,0
1592,790,0,0
1593,790,0,0
1594,790,0,0
1595,790,0,0
1596,790,0,0
1597,790,0,0
1598,790,0,0
1599,790,0,0
1600,790,0,0
1601,790,0,0
1602,790,0,0
1603,790,0,0
1604,790,0,0
1605,790,0,0
1606,790,0,0
1607,790,0,0
1608,790,0,0
1609,790,0,0
1610,790,0,0
1611,790,0,0
1612,790,0,0
1613,790,0,0
1614,790,0,0
1615,790,0,0
1616,790,0,0
1617,790,0,0
1618,790,0,0
1619,790,0,0
1620,790,0,0
1621,790,0,0
1622,790,0,0
1623,790,0,0
1624,790,0,0
1625,790,0,0
1626,790,0,0
1627,790,0,0
1628,790,0,0
1629,790,0,0
1630,790,0,0
1631,790,0,0
1632,790,0,0
1633,790,0,0
1634,790,0,0
1635,790,0,0
1636,790,0,0
1637,790,0,0
1638,790,0,0
1639,790,0,0
1640,790,0,0
1641,790,0,0
1642,790,0,0
1643,790,0,0
1644,790,0,0
1645,790,0,0
1646,790,0,0
1647,790,0,0
1648,790,0,0
1649,790,0,0
1650,790,0,0
1651,790,0,0
1652,790,0,0
1653,790,0,0
1654,790,0,0
1655,790,0,0
1656,790,0,0
1657,790,0,0
1658,790,0,0
1659,790,0,0
1660,790,0,0
1661,790,0,0
